district,year,murder
SIROHI,2005,2
TONK,2005,2
"MADURAI RURAL",2005,2
NAGAPATTINAM,2005,2
PUDUKOTTAI,2005,2
THANJAVUR,2005,2
THIRUVARUR,2005,2
"AMBEDKAR NAGAR",2005,2
BALLIA,2005,2
CHANDOLI,2005,2
DEORIA,2005,2
ETAH,2005,2
FATEHGARH,2005,2
GONDA,2005,2
J.P.NAGAR,2005,2
KAUSHAMBI,2005,2
LALITPUR,2005,2
MAHARAJGANJ,2005,2
MAHOBA,2005,2
MAINPURI,2005,2
MAU,2005,2
SHRAWASTI,2005,2
SONBHADRA,2005,2
ST.RAVIDASNAGAR,2005,2
VARANASI,2005,2
"UDHAMSINGH NAGAR",2005,2
CHITTOOR,2006,2
"HYDERABAD CITY",2006,2
KRISHNA,2006,2
NELLORE,2006,2
"RANGA REDDY",2006,2
"WEST GODAVARI",2006,2
GAYA,2006,2
NALANDA,2006,2
BILASPUR,2006,2
"AHMEDABAD COMMR.",2006,2
ANAND,2006,2
JAMNAGAR,2006,2
"KHEDA NORTH",2006,2
PATAN,2006,2
SIRSA,2006,2
SONIPAT,2006,2
JAMSHEDPUR,2006,2
BIDAR,2006,2
CHITRADURGA,2006,2
PALAKKAD,2006,2
"ASHOK NAGAR",2006,2
BHOPAL,2006,2
GUNA,2006,2
NARSINGHPUR,2006,2
RAISEN,2006,2
SATNA,2006,2
SIDHI,2006,2
UJJAIN,2006,2
"AMRAVATI RURAL",2006,2
BHANDARA,2006,2
PARBHANI,2006,2
BHADRAK,2006,2
GANJAM,2006,2
BARAN,2006,2
DAUSA,2006,2
JALORE,2006,2
SIKAR,2006,2
ERODE,2006,2
"THIRUNELVELI URBAN",2006,2
THIRUVARUR,2006,2
AURAIYA,2006,2
BALLIA,2006,2
BASTI,2006,2
CHANDOLI,2006,2
FAIZABAD,2006,2
JAUNPUR,2006,2
JHANSI,2006,2
LALITPUR,2006,2
MATHURA,2006,2
PRATAPGARH,2006,2
RAMPUR,2006,2
HARIDWAR,2006,2
GUNTUR,2007,2
KRISHNA,2007,2
"WEST GODAVARI",2007,2
BHOJPUR,2007,2
GAYA,2007,2
MADHEPURA,2007,2
MADHUBANI,2007,2
MOTIHARI,2007,2
VAISHALI,2007,2
BALRAMPUR,2007,2
KORBA,2007,2
AMRELI,2007,2
JUNAGADH,2007,2
JHAJJAR,2007,2
MAHENDRAGARH,2007,2
SIRSA,2007,2
BAGALKOT,2007,2
BELGAUM,2007,2
"ASHOK NAGAR",2007,2
BARWANI,2007,2
BHOPAL,2007,2
CHHINDWARA,2007,2
DEWAS,2007,2
DHAR,2007,2
MANDSAUR,2007,2
SATNA,2007,2
SHAJAPUR,2007,2
SIHORE,2007,2
AKOLA,2007,2
BALASORE,2007,2
GANJAM,2007,2
KALAHANDI,2007,2
NAYAGARH,2007,2
TOTAL,2007,2
AJMER,2007,2
BARAN,2007,2
BHILWARA,2007,2
BIKANER,2007,2
CHURU,2007,2
"JODHPUR RURAL",2007,2
"THIRUNELVELI URBAN",2007,2
THIRUVARUR,2007,2
THOOTHUGUDI,2007,2
AURAIYA,2007,2
BAHRAICH,2007,2
BASTI,2007,2
"CHITRAKOOT DHAM",2007,2
DEORIA,2007,2
GHAZIPUR,2007,2
GORAKHPUR,2007,2
HATHRAS,2007,2
JHANSI,2007,2
LALITPUR,2007,2
MATHURA,2007,2
PILIBHIT,2007,2
RAIBAREILLY,2007,2
RAMPUR,2007,2
ANANTAPUR,2008,2
CYBERABAD,2008,2
KARIMNAGAR,2008,2
MAHABOOBNAGAR,2008,2
NALGONDA,2008,2
ARARIA,2008,2
BHOJPUR,2008,2
RAIPUR,2008,2
"AHMEDABAD COMMR.",2008,2
JAMNAGAR,2008,2
JUNAGADH,2008,2
"KHEDA NORTH",2008,2
SIRSA,2008,2
JAMSHEDPUR,2008,2
BAGALKOT,2008,2
CHITRADURGA,2008,2
GULBARGA,2008,2
"MYSORE RURAL",2008,2
SHIMOGA,2008,2
TUMKUR,2008,2
BHOPAL,2008,2
CHHINDWARA,2008,2
GUNA,2008,2
JABALPUR,2008,2
MANDSAUR,2008,2
PANNA,2008,2
SAGAR,2008,2
SEONI,2008,2
VIDISHA,2008,2
AHMEDNAGAR,2008,2
AKOLA,2008,2
"NAGPUR COMMR.",2008,2
NANDED,2008,2
"PUNE RURAL",2008,2
ANGUL,2008,2
BOLANGIR,2008,2
KALAHANDI,2008,2
KORAPUT,2008,2
BHILWARA,2008,2
BIKANER,2008,2
DAUSA,2008,2
CHITTOOR,2001,3
DURG,2001,3
RAIPUR,2001,3
BHAVNAGAR,2001,3
RANCHI,2001,3
BAGALKOT,2001,3
BHIND,2001,3
HOSHANGABAD,2001,3
MORENA,2001,3
PANNA,2001,3
RAJGARH,2001,3
SAGAR,2001,3
"PUNE RURAL",2001,3
AJMER,2001,3
BHILWARA,2001,3
BUNDI,2001,3
HANUMANGARH,2001,3
"THIRUNELVELI RURAL",2001,3
VILLUPURAM,2001,3
BALRAMPUR,2001,3
BASTI,2001,3
"GAUTAMBUDH NAGAR",2001,3
HATHRAS,2001,3
JAUNPUR,2001,3
PRAKASHAM,2002,3
GOLAGHAT,2002,3
TOTAL,2002,3
BILASPUR,2002,3
SIRSA,2002,3
GULBARGA,2002,3
RAICHUR,2002,3
GUNA,2002,3
INDORE,2002,3
NARSINGHPUR,2002,3
RAJGARH,2002,3
SHAJAPUR,2002,3
KOHIMA,2002,3
DHENKANAL,2002,3
AJMER,2002,3
BARMER,2002,3
BHARATPUR,2002,3
JHALAWAR,2002,3
PALI,2002,3
CHENGAI,2002,3
"AMBEDKAR NAGAR",2002,3
BARABANKI,2002,3
HAMIRPUR,2002,3
MATHURA,2002,3
MORADABAD,2002,3
RAIBAREILLY,2002,3
NALGONDA,2003,3
LAKHISARAI,2003,3
TOTAL,2003,3
SAHEBGANJ,2003,3
BAGALKOT,2003,3
CHITRADURGA,2003,3
"ASHOK NAGAR",2003,3
BHIND,2003,3
INDORE,2003,3
JABALPUR,2003,3
PANNA,2003,3
SIHORE,2003,3
VIDISHA,2003,3
JALNA,2003,3
BALRAMPUR,2003,3
BANDA,2003,3
FAIZABAD,2003,3
HATHRAS,2003,3
JALAUN,2003,3
JAUNPUR,2003,3
PILIBHIT,2003,3
SULTANPUR,2003,3
DEHRADUN,2003,3
GUNTUR,2004,3
MAHENDRAGARH,2004,3
SONIPAT,2004,3
CHITRADURGA,2004,3
KOLAR,2004,3
RAICHUR,2004,3
BHOPAL,2004,3
KHANDWA,2004,3
TIKAMGARH,2004,3
BHARATPUR,2004,3
CHURU,2004,3
GANGANAGAR,2004,3
SIKAR,2004,3
TOTAL,2004,3
THANJAVUR,2004,3
"THIRUNELVELI RURAL",2004,3
AURAIYA,2004,3
BAHRAICH,2004,3
BIJNOR,2004,3
"GAUTAMBUDH NAGAR",2004,3
"KANPUR DEHAT",2004,3
PRATAPGARH,2004,3
SONBHADRA,2004,3
VARANASI,2004,3
CUDDAPAH,2005,3
KURNOOL,2005,3
NELLORE,2005,3
DIBRUGARH,2005,3
GOLAGHAT,2005,3
SIWAN,2005,3
SONIPAT,2005,3
GIRIDIH,2005,3
GULBARGA,2005,3
BHIND,2005,3
DAMOH,2005,3
DATIYA,2005,3
DEWAS,2005,3
MORENA,2005,3
SATNA,2005,3
VIDISHA,2005,3
TOTAL,2005,3
BUNDI,2005,3
JODHPUR,2005,3
PALI,2005,3
"TRICHY RURAL",2005,3
AURAIYA,2005,3
BAHRAICH,2005,3
BIJNOR,2005,3
ETAWAH,2005,3
GHAZIPUR,2005,3
JAUNPUR,2005,3
JHANSI,2005,3
KANNAUJ,2005,3
SIDHARTHNAGAR,2005,3
HARIDWAR,2005,3
ANANTAPUR,2006,3
"EAST GODAVARI",2006,3
NIZAMABAD,2006,3
RAIPUR,2006,3
"VADODARA RURAL",2006,3
KODERMA,2006,3
BIJAPUR,2006,3
TOTAL,2006,3
PANNA,2006,3
UMARIYA,2006,3
BEED,2006,3
BULDHANA,2006,3
KOHIMA,2006,3
ALWAR,2006,3
"JAIPUR RURAL",2006,3
JHALAWAR,2006,3
JHUNJHUNU,2006,3
"SAWAI MADHOPUR",2006,3
THANJAVUR,2006,3
"THIRUNELVELI RURAL",2006,3
BAGHPAT,2006,3
"CHITRAKOOT DHAM",2006,3
GHAZIABAD,2006,3
GHAZIPUR,2006,3
GONDA,2006,3
HAMIRPUR,2006,3
MEERUT,2006,3
SONBHADRA,2006,3
ST.RAVIDASNAGAR,2006,3
"EAST GODAVARI",2007,3
KURNOOL,2007,3
GOLAGHAT,2007,3
BEGUSARAI,2007,3
BILASPUR,2007,3
KODERMA,2007,3
TOTAL,2007,3
BALAGHAT,2007,3
DAMOH,2007,3
GWALIOR,2007,3
JABALPUR,2007,3
TIKAMGARH,2007,3
NANDED,2007,3
SATARA,2007,3
ALWAR,2007,3
HANUMANGARH,2007,3
"KOTA RURAL",2007,3
NAGAUR,2007,3
"GAUTAMBUDH NAGAR",2007,3
JAUNPUR,2007,3
MAU,2007,3
CHITTOOR,2008,3
CUDDAPAH,2008,3
MEDAK,2008,3
NELLORE,2008,3
NAGAON,2008,3
MADHEPURA,2008,3
NALANDA,2008,3
VAISHALI,2008,3
DURG,2008,3
GIRIDIH,2008,3
TOTAL,2008,3
ANUPPUR,2008,3
"ASHOK NAGAR",2008,3
BHIND,2008,3
DAMOH,2008,3
DATIYA,2008,3
RATLAM,2008,3
SATNA,2008,3
SIHORE,2008,3
UJJAIN,2008,3
BARAGARH,2008,3
BHARATPUR,2008,3
DHOLPUR,2008,3
NAGAUR,2008,3
CHENNAISUBURBAN,2008,3
NAMAKKAL,2008,3
"THIRUNELVELI URBAN",2008,3
THIRUVARUR,2008,3
AURAIYA,2008,3
BAHRAICH,2008,3
CHANDOLI,2008,3
FAIZABAD,2008,3
MATHURA,2008,3
MIRZAPUR,2008,3
MUZAFFARNAGAR,2008,3
PILIBHIT,2008,3
RAIBAREILLY,2008,3
SONBHADRA,2008,3
UNNAO,2008,3
NALGONDA,2009,3
"WEST GODAVARI",2009,3
"AHMEDABAD COMMR.",2009,3
JAMSHEDPUR,2009,3
BELGAUM,2009,3
TOTAL,2009,3
DEWAS,2009,3
GUNA,2009,3
INDORE,2009,3
KHARGON,2009,3
RAISEN,2009,3
SIHORE,2009,3
TIKAMGARH,2009,3
AHMEDNAGAR,2009,3
"AMRAVATI RURAL",2009,3
PARBHANI,2009,3
BOLANGIR,2009,3
GANJAM,2009,3
AJMER,2009,3
BARMER,2009,3
CHURU,2009,3
"JAIPUR RURAL",2009,3
NAGAUR,2009,3
PALI,2009,3
SIKAR,2009,3
ETAWAH,2009,3
FATEHGARH,2009,3
"GAUTAMBUDH NAGAR",2009,3
KANNAUJ,2009,3
"KANPUR NAGAR",2009,3
CHITTOOR,2010,3
"EAST GODAVARI",2010,3
KURNOOL,2010,3
MEDAK,2010,3
NALGONDA,2010,3
SURENDRANAGAR,2010,3
BETUL,2010,3
CHHATARPUR,2010,3
CHHINDWARA,2010,3
INDORE,2010,3
RAISEN,2010,3
UJJAIN,2010,3
PARBHANI,2010,3
ANGUL,2010,3
BHARATPUR,2010,3
CHURU,2010,3
DHOLPUR,2010,3
JHALAWAR,2010,3
SIVAGANGAI,2010,3
BAHRAICH,2010,3
HAMIRPUR,2010,3
J.P.NAGAR,2010,3
"KUSHI NAGAR",2010,3
MAINPURI,2010,3
PRATAPGARH,2010,3
KARIMNAGAR,2011,3
KRISHNA,2011,3
NIZAMABAD,2011,3
"VISAKHA RURAL",2011,3
PALANPUR,2011,3
"BANGALORE COMMR.",2011,3
BIJAPUR,2011,3
GULBARGA,2011,3
MANDYA,2011,3
TOTAL,2011,3
"ASHOK NAGAR",2011,3
RAJGARH,2011,3
RATLAM,2011,3
REWA,2011,3
SATNA,2011,3
JALNA,2011,3
PARBHANI,2011,3
MOGA,2011,3
BHARATPUR,2011,3
CHURU,2011,3
DHOLPUR,2011,3
"JAIPUR RURAL",2011,3
"MADURAI URBAN",2011,3
BAGHPAT,2011,3
BANDA,2011,3
ETAWAH,2011,3
FIROZABAD,2011,3
HAMIRPUR,2011,3
HATHRAS,2011,3
JALAUN,2011,3
MATHURA,2011,3
"PANCHSHIL NAGAR",2011,3
PRATAPGARH,2011,3
RAMPUR,2011,3
SULTANPUR,2011,3
"UDHAMSINGH NAGAR",2011,3
NALGONDA,2012,3
"VISAKHA RURAL",2012,3
"AHMEDABAD RURAL",2012,3
JUNAGADH,2012,3
JIND,2012,3
BELGAUM,2012,3
K.G.F.,2012,3
KOLAR,2012,3
BETUL,2012,3
CHHATARPUR,2012,3
DAMOH,2012,3
JABALPUR,2012,3
REWA,2012,3
"AURANGABAD RURAL",2012,3
SATARA,2012,3
BARAN,2012,3
BHARATPUR,2012,3
DHOLPUR,2012,3
KARAULI,2012,3
TONK,2012,3
SIVAGANGAI,2012,3
THANJAVUR,2012,3
"THIRUNELVELI RURAL",2012,3
THOOTHUGUDI,2012,3
"TRICHY RURAL",2012,3
BADAUN,2012,3
BARABANKI,2012,3
BULANDSHAHAR,2012,3
JALAUN,2012,3
KANNAUJ,2012,3
MIRZAPUR,2012,3
MUZAFFARNAGAR,2012,3
PILIBHIT,2012,3
TOTAL,2012,3
HANUMANGARH,2008,4
THOOTHUGUDI,2008,4
BADAUN,2008,4
BARABANKI,2008,4
BAREILLY,2008,4
BULANDSHAHAR,2008,4
FATEHGARH,2008,4
FATEHPUR,2008,4
JALAUN,2008,4
JHANSI,2008,4
MAU,2008,4
MEERUT,2008,4
SULTANPUR,2008,4
TOTAL,2008,4
MAHABOOBNAGAR,2009,4
NALANDA,2009,4
BIJAPUR,2009,4
GWALIOR,2009,4
MORENA,2009,4
NANDED,2009,4
ANGUL,2009,4
JHUNJHUNU,2009,4
BADAUN,2009,4
GONDA,2009,4
J.P.NAGAR,2009,4
KHIRI,2009,4
RAIBAREILLY,2009,4
SONBHADRA,2009,4
UNNAO,2009,4
JAMUI,2010,4
JAMSHEDPUR,2010,4
TOTAL,2010,4
BELGAUM,2010,4
GULBARGA,2010,4
KATNI,2010,4
MORENA,2010,4
RATLAM,2010,4
SAGAR,2010,4
SHAJAPUR,2010,4
VIDISHA,2010,4
ALWAR,2010,4
KARAULI,2010,4
NAGAUR,2010,4
AZAMGARH,2010,4
ETAH,2010,4
HARDOI,2010,4
JAUNPUR,2010,4
PILIBHIT,2010,4
"RAMABAI NAGAR",2010,4
MAHABOOBNAGAR,2011,4
SARAN,2011,4
TOTAL,2011,4
BHOPAL,2011,4
SAGAR,2011,4
SHIVPURI,2011,4
VIDISHA,2011,4
ANGUL,2011,4
GANJAM,2011,4
"TRICHY RURAL",2011,4
VILLUPURAM,2011,4
VIRUDHUNAGAR,2011,4
AZAMGARH,2011,4
"BHIM NAGAR",2011,4
"CHITRAKOOT DHAM",2011,4
DEORIA,2011,4
FAIZABAD,2011,4
LALITPUR,2011,4
MAU,2011,4
MUZAFFARNAGAR,2011,4
RAIBAREILLY,2011,4
"EAST GODAVARI",2012,4
NIZAMABAD,2012,4
INDORE,2012,4
RAJGARH,2012,4
VIDISHA,2012,4
BEED,2012,4
JALNA,2012,4
NANDED,2012,4
TOTAL,2012,4
CHURU,2012,4
ALLAHABAD,2012,4
AZAMGARH,2012,4
BIJNOR,2012,4
"CHITRAKOOT DHAM",2012,4
FATEHPUR,2012,4
"KANPUR NAGAR",2012,4
MAINPURI,2012,4
"PANCHSHIL NAGAR",2012,4
RAMPUR,2012,4
GUNTUR,2001,4
KURNOOL,2001,4
MEDAK,2001,4
DATIYA,2001,4
KHANDWA,2001,4
SATNA,2001,4
TIKAMGARH,2001,4
JODHPUR,2001,4
"TRICHY URBAN",2001,4
BALLIA,2001,4
BARABANKI,2001,4
"CHITRAKOOT DHAM",2001,4
MORADABAD,2001,4
RAIBAREILLY,2001,4
SAHARANPUR,2001,4
BHAVNAGAR,2002,4
BHIND,2002,4
DAMOH,2002,4
JABALPUR,2002,4
SHIVPURI,2002,4
HANUMANGARH,2002,4
NAGAUR,2002,4
TONK,2002,4
RAMNATHAPURAM,2002,4
CHANDOLI,2002,4
GHAZIPUR,2002,4
GONDA,2002,4
"KANPUR DEHAT",2002,4
MAHOBA,2002,4
MEERUT,2002,4
MIRZAPUR,2002,4
SAHARANPUR,2002,4
SONBHADRA,2002,4
ST.RAVIDASNAGAR,2002,4
TOTAL,2002,4
KRISHNA,2003,4
SONITPUR,2003,4
RAIPUR,2003,4
TOTAL,2003,4
KOLAR,2003,4
CHHATARPUR,2003,4
UJJAIN,2003,4
BEED,2003,4
ALWAR,2003,4
HANUMANGARH,2003,4
AURAIYA,2003,4
"CHITRAKOOT DHAM",2003,4
GORAKHPUR,2003,4
KANNAUJ,2003,4
PRATAPGARH,2003,4
"EAST GODAVARI",2004,4
KRISHNA,2004,4
MAHABOOBNAGAR,2004,4
BETUL,2004,4
BHIND,2004,4
DAMOH,2004,4
GWALIOR,2004,4
RATLAM,2004,4
SAGAR,2004,4
UJJAIN,2004,4
HANUMANGARH,2004,4
NAGAUR,2004,4
SIROHI,2004,4
AZAMGARH,2004,4
DEORIA,2004,4
GORAKHPUR,2004,4
HATHRAS,2004,4
MAHOBA,2004,4
MORADABAD,2004,4
SULTANPUR,2004,4
"UDHAMSINGH NAGAR",2004,4
MAHABOOBNAGAR,2005,4
"WEST GODAVARI",2005,4
NALANDA,2005,4
BIJAPUR,2005,4
TOTAL,2005,4
BETUL,2005,4
BHOPAL,2005,4
"COIMBATORE RURAL",2005,4
AGRA,2005,4
BANDA,2005,4
FAIZABAD,2005,4
"KUSHI NAGAR",2005,4
MIRZAPUR,2005,4
PILIBHIT,2005,4
SAHARANPUR,2005,4
SHAHJAHANPUR,2005,4
SULTANPUR,2005,4
MAHABOOBNAGAR,2006,4
MEDAK,2006,4
"VIJAYAWADA CITY",2006,4
GOLAGHAT,2006,4
JEHANABAD,2006,4
ROHTAS,2006,4
DAMOH,2006,4
HOSHANGABAD,2006,4
MORENA,2006,4
SAGAR,2006,4
SHIVPURI,2006,4
BHARATPUR,2006,4
BIKANER,2006,4
THOOTHUGUDI,2006,4
AZAMGARH,2006,4
BAHRAICH,2006,4
BANDA,2006,4
FATEHGARH,2006,4
GORAKHPUR,2006,4
KANNAUJ,2006,4
"KANPUR DEHAT",2006,4
MIRZAPUR,2006,4
MORADABAD,2006,4
SAHARANPUR,2006,4
"UDHAMSINGH NAGAR",2006,4
MAHABOOBNAGAR,2007,4
JAMUI,2007,4
BHIND,2007,4
UJJAIN,2007,4
AZAMGARH,2007,4
BAGHPAT,2007,4
BANDA,2007,4
BULANDSHAHAR,2007,4
GONDA,2007,4
JALAUN,2007,4
KANNAUJ,2007,4
SONBHADRA,2007,4
"WEST GODAVARI",2008,4
BIJAPUR,2008,4
CHHATARPUR,2008,4
DEWAS,2008,4
MORENA,2008,4
SHIVPURI,2008,4
CHURU,2008,4
"DHARWAD RURAL",2001,5
TOTAL,2001,5
GWALIOR,2001,5
ETAWAH,2001,5
GORAKHPUR,2001,5
HAMIRPUR,2001,5
MAHOBA,2001,5
ARARIA,2002,5
BETTIAH,2002,5
DATIYA,2002,5
GWALIOR,2002,5
ALIGARH,2002,5
BADAUN,2002,5
BASTI,2002,5
FAIZABAD,2002,5
FATEHGARH,2002,5
GORAKHPUR,2002,5
JHANSI,2002,5
KAUSHAMBI,2002,5
"KUSHI NAGAR",2002,5
SULTANPUR,2002,5
KARIMNAGAR,2003,5
"BANGALORE RURAL",2003,5
SAGAR,2003,5
KOHIMA,2003,5
TOTAL,2003,5
ALIGARH,2003,5
BULANDSHAHAR,2003,5
HAMIRPUR,2003,5
JHANSI,2003,5
MEERUT,2003,5
MUZAFFARNAGAR,2003,5
RAIBAREILLY,2003,5
SAHARANPUR,2003,5
GULBARGA,2004,5
JABALPUR,2004,5
MORENA,2004,5
VIDISHA,2004,5
BARABANKI,2004,5
ETAH,2004,5
GHAZIPUR,2004,5
JAUNPUR,2004,5
MAINPURI,2004,5
PILIBHIT,2004,5
RAIBAREILLY,2004,5
UNNAO,2004,5
KOKRAJHAR,2005,5
SAHEBGANJ,2005,5
MANDSAUR,2005,5
SAGAR,2005,5
UJJAIN,2005,5
HANUMANGARH,2005,5
AZAMGARH,2005,5
GORAKHPUR,2005,5
HAMIRPUR,2005,5
JALAUN,2005,5
MEERUT,2005,5
TOTAL,2005,5
GUNTUR,2006,5
TOTAL,2006,5
"BANGALORE RURAL",2006,5
GULBARGA,2006,5
VIDISHA,2006,5
HANUMANGARH,2006,5
NAGAUR,2006,5
"COIMBATORE RURAL",2006,5
AGRA,2006,5
BARABANKI,2006,5
BIJNOR,2006,5
BULANDSHAHAR,2006,5
JALAUN,2006,5
MAHOBA,2006,5
RAIBAREILLY,2006,5
SULTANPUR,2006,5
CYBERABAD,2007,5
NIZAMABAD,2007,5
"AHMEDABAD COMMR.",2007,5
GULBARGA,2007,5
CHHATARPUR,2007,5
BHARATPUR,2007,5
PALI,2007,5
PUDUKOTTAI,2007,5
FATEHGARH,2007,5
GHAZIABAD,2007,5
MAHOBA,2007,5
MORADABAD,2007,5
PRATAPGARH,2007,5
SHAHJAHANPUR,2007,5
GUNTUR,2008,5
"RANGA REDDY",2008,5
RAMANAGAR,2008,5
ALWAR,2008,5
GANGANAGAR,2008,5
AGRA,2008,5
ALIGARH,2008,5
"AMBEDKAR NAGAR",2008,5
BANDA,2008,5
FIROZABAD,2008,5
GORAKHPUR,2008,5
KAUSHAMBI,2008,5
SHAHJAHANPUR,2008,5
VARANASI,2008,5
"EAST GODAVARI",2009,5
TOTAL,2009,5
"DAKSHIN KANNADA",2009,5
DAMOH,2009,5
VIDISHA,2009,5
BHARATPUR,2009,5
"THIRUNELVELI RURAL",2009,5
VIRUDHUNAGAR,2009,5
ALLAHABAD,2009,5
AURAIYA,2009,5
HARDOI,2009,5
JHANSI,2009,5
MORADABAD,2009,5
SAHARANPUR,2009,5
MADHEPURA,2010,5
SARAN,2010,5
"AHMEDABAD COMMR.",2010,5
BHIND,2010,5
JHUNJHUNU,2010,5
AGRA,2010,5
ALIGARH,2010,5
BAREILLY,2010,5
FAIZABAD,2010,5
FATEHPUR,2010,5
JHANSI,2010,5
LUCKNOW,2010,5
SHAHJAHANPUR,2010,5
MEDAK,2011,5
TUMKUR,2011,5
BHIND,2011,5
DATIYA,2011,5
TOTAL,2011,5
NAGAUR,2011,5
AGRA,2011,5
"AMBEDKAR NAGAR",2011,5
BAREILLY,2011,5
J.P.NAGAR,2011,5
KANNAUJ,2011,5
"KUSHI NAGAR",2011,5
LUCKNOW,2011,5
MORADABAD,2011,5
PILIBHIT,2011,5
"RAMABAI NAGAR",2011,5
SAHARANPUR,2011,5
SHAHJAHANPUR,2011,5
GUNTUR,2012,5
MAHABOOBNAGAR,2012,5
PATNA,2012,5
"RAJKOT COMMR.",2012,5
SURENDRANAGAR,2012,5
GRP,2012,5
"BANGALORE COMMR.",2012,5
"ASHOK NAGAR",2012,5
DEWAS,2012,5
SATNA,2012,5
ALWAR,2012,5
HARDOI,2012,5
SAHARANPUR,2012,5
"KANSHIRAM NAGAR",2008,6
LUCKNOW,2008,6
KURNOOL,2009,6
CHHATARPUR,2009,6
SHIVPURI,2009,6
GANGANAGAR,2009,6
AGRA,2009,6
SHAHJAHANPUR,2009,6
MAHABOOBNAGAR,2010,6
NIZAMABAD,2010,6
NALANDA,2010,6
DATIYA,2010,6
BULANDSHAHAR,2010,6
FIROZABAD,2010,6
GORAKHPUR,2010,6
MORADABAD,2010,6
CHITTOOR,2011,6
CHHATARPUR,2011,6
INDORE,2011,6
SHAJAPUR,2011,6
ALWAR,2011,6
HANUMANGARH,2011,6
GHAZIABAD,2011,6
UNNAO,2011,6
KURNOOL,2012,6
TOTAL,2012,6
DATIYA,2012,6
GANGANAGAR,2012,6
PALI,2012,6
SIKAR,2012,6
BAREILLY,2012,6
FIROZABAD,2012,6
MATHURA,2012,6
UNNAO,2012,6
TOTAL,2001,6
UJJAIN,2001,6
VIDISHA,2001,6
KOTA,2001,6
ALLAHABAD,2001,6
BANDA,2001,6
FIROZABAD,2001,6
JALAUN,2001,6
KANNAUJ,2001,6
KAUSHAMBI,2001,6
MAINPURI,2001,6
PRATAPGARH,2001,6
RAMPUR,2001,6
MORENA,2002,6
BANDA,2002,6
BULANDSHAHAR,2002,6
FIROZABAD,2002,6
KANNAUJ,2002,6
MUZAFFARNAGAR,2002,6
PRATAPGARH,2002,6
BILASPUR,2003,6
AZAMGARH,2003,6
BARABANKI,2003,6
FATEHGARH,2003,6
FATEHPUR,2003,6
HARDOI,2003,6
KHIRI,2003,6
MAINPURI,2003,6
NELLORE,2004,6
JEHANABAD,2004,6
AGRA,2004,6
BANDA,2004,6
JALAUN,2004,6
SAHARANPUR,2004,6
SHAHJAHANPUR,2004,6
TOTAL,2004,6
TOTAL,2005,6
CHHATARPUR,2005,6
SHIVPURI,2005,6
FIROZABAD,2005,6
GHAZIABAD,2005,6
HATHRAS,2005,6
"KANPUR DEHAT",2005,6
LUCKNOW,2005,6
MORADABAD,2005,6
RAIBAREILLY,2005,6
RAMPUR,2005,6
KOLAR,2006,6
CHHATARPUR,2006,6
ALIGARH,2006,6
BADAUN,2006,6
KAUSHAMBI,2006,6
KHIRI,2006,6
CHITTOOR,2007,6
NELLORE,2007,6
DATIYA,2007,6
MORENA,2007,6
CUDDALORE,2007,6
ALLAHABAD,2007,6
KAUSHAMBI,2007,6
KHIRI,2007,6
UNNAO,2007,6
"EAST GODAVARI",2008,6
SONITPUR,2008,6
TOTAL,2008,6
MOTIHARI,2001,7
TOTAL,2001,7
FATEHGARH,2001,7
GONDA,2001,7
HARIDWAR,2001,7
KRISHNA,2002,7
"AHMEDABAD COMMR.",2002,7
ALLAHABAD,2002,7
JALAUN,2002,7
MAINPURI,2002,7
MAHABOOBNAGAR,2003,7
DATIYA,2003,7
BAREILLY,2003,7
BIJNOR,2003,7
GHAZIABAD,2003,7
SHAHJAHANPUR,2003,7
SHIVPURI,2004,7
RAYAGADA,2004,7
BAREILLY,2004,7
BULANDSHAHAR,2004,7
GHAZIABAD,2004,7
KAUSHAMBI,2004,7
MEERUT,2004,7
GWALIOR,2005,7
GANGANAGAR,2005,7
KOTA,2005,7
PRATAPGARH,2005,7
UNNAO,2005,7
KURNOOL,2006,7
TOTAL,2006,7
ETAWAH,2006,7
HARDOI,2006,7
VARANASI,2006,7
SAGAR,2007,7
GANGANAGAR,2007,7
AGRA,2007,7
BADAUN,2007,7
BAREILLY,2007,7
BIJNOR,2007,7
ETAH,2007,7
FAIZABAD,2007,7
FIROZABAD,2007,7
J.P.NAGAR,2007,7
"KANPUR DEHAT",2007,7
SAHARANPUR,2007,7
SARAN,2008,7
TOTAL,2008,7
KHIRI,2008,7
SAHARANPUR,2008,7
TOTAL,2009,7
RAMANAGAR,2009,7
JABALPUR,2009,7
BULANDSHAHAR,2009,7
JALAUN,2009,7
KAUSHAMBI,2009,7
LUCKNOW,2009,7
GANGANAGAR,2010,7
HANUMANGARH,2010,7
VIRUDHUNAGAR,2010,7
HATHRAS,2010,7
KHIRI,2010,7
TUMKUR,2012,7
ALIGARH,2012,7
ETAWAH,2012,7
JHANSI,2012,7
ALLAHABAD,2008,8
ETAWAH,2008,8
HARDOI,2008,8
SITAPUR,2008,8
SARAN,2009,8
GULBARGA,2009,8
ALWAR,2009,8
ALIGARH,2009,8
MAINPURI,2009,8
MATHURA,2009,8
TOTAL,2010,8
GWALIOR,2010,8
ALLAHABAD,2010,8
MUZAFFARNAGAR,2010,8
GWALIOR,2011,8
FATEHPUR,2011,8
JHANSI,2011,8
MAINPURI,2011,8
MEERUT,2011,8
NAGAPATTINAM,2012,8
AGRA,2012,8
